Name,Team,KaD,MK,Opk,Clt_won,Bmb_act,Trading,Eff_flash,Utility,Map,Year,Map_Type,Event,Self,Teamplay,Support,Rating,Placement
jkaem,Renegades,1.524,8,1.429,0,0.105,1.6,3.298,0.69,de_mirage,22-02-2019,BO1,IEM Katowice 2019,9.524,1.534,5.588,1.221,5-8th
Gratisfaction,Renegades,1.286,6,0.6,0,0.649,6,7.463,0.75,de_mirage,22-02-2019,BO1,IEM Katowice 2019,7.286,1.249,14.213,1.357,5-8th
AZR,Renegades,1.304,5,1.1,0,0.105,2.8,2.963,0.58,de_mirage,22-02-2019,BO1,IEM Katowice 2019,6.304,1.205,6.343,1.142,5-8th
Liazz,Renegades,1.045,4,0.286,0,0.35,2.6,1.277,0.59,de_mirage,22-02-2019,BO1,IEM Katowice 2019,5.045,0.636,4.467,1.006,5-8th
dupreeh,Astralis,1.042,3,1.6,0,0,4.4,1.485,0.37,de_mirage,22-02-2019,BO1,IEM Katowice 2019,4.042,1.6,6.255,1.075,1st
gla1ve,Astralis,1.304,5,1.036,0,0.492,1.2,3.593,0.92,de_mirage,22-02-2019,BO1,IEM Katowice 2019,6.304,1.528,5.713,1.132,1st
Xyp9x,Astralis,1.227,4,1,0,0.492,2,2.68,0.65,de_mirage,22-02-2019,BO1,IEM Katowice 2019,5.227,1.492,5.33,1.081,1st
Magisk,Astralis,1.385,4,1,0,0.221,2,1.032,0.34,de_nuke,22-02-2019,BO1,IEM Katowice 2019,5.385,1.221,3.372,0.999,1st
Xyp9x,Astralis,1.286,3,0.333,0,0.492,1.4,1.44,0.55,de_nuke,22-02-2019,BO1,IEM Katowice 2019,4.286,0.825,3.39,0.929,1st
dupreeh,Astralis,1.538,5,1.5,0,0.221,2.6,1.049,0.27,de_nuke,22-02-2019,BO1,IEM Katowice 2019,6.538,1.721,3.919,1.086,1st
jks,Renegades,1.4,6,1.167,0,0,1.8,1.067,0.48,de_nuke,22-02-2019,BO1,IEM Katowice 2019,7.4,1.167,3.347,1.076,5-8th
Gratisfaction,Renegades,0.778,3,0.4,0,0.35,3.6,1.298,0.3,de_nuke,22-02-2019,BO1,IEM Katowice 2019,3.778,0.75,5.198,0.988,5-8th
Liazz,Renegades,1.059,3,1,0,0,4.6,2.639,0.38,de_nuke,22-02-2019,BO1,IEM Katowice 2019,4.059,1,7.619,1.103,5-8th
jkaem,Renegades,0.688,2,0.667,1,0.105,1,1.179,0.21,de_nuke,22-02-2019,BO1,IEM Katowice 2019,2.688,1.772,2.389,0.836,5-8th
AZR,Renegades,0.75,1,0.5,0,0,0.8,0.908,0.23,de_nuke,22-02-2019,BO1,IEM Katowice 2019,1.75,0.5,1.938,0.622,5-8th
gla1ve,Astralis,1.357,2,0.333,0,0.105,1.4,3.51,0.64,de_nuke,22-02-2019,BO1,IEM Katowice 2019,3.357,0.438,5.55,0.971,1st
device,Astralis,2.273,4,1.083,0,0,3.8,0.702,0.35,de_nuke,22-02-2019,BO1,IEM Katowice 2019,6.273,1.083,4.852,1.087,1st
AZR,Renegades,0.533,2,1,0,0,1,2.168,0.35,de_inferno,22-02-2019,BO1,IEM Katowice 2019,2.533,1,3.518,0.848,5-8th
Gratisfaction,Renegades,0.412,1,1,0,0.105,1.8,1.314,0.27,de_inferno,22-02-2019,BO1,IEM Katowice 2019,1.412,1.105,3.384,0.771,5-8th
jkaem,Renegades,0.5,3,0.5,0,0.105,1,0.089,0.21,de_inferno,22-02-2019,BO1,IEM Katowice 2019,3.5,0.605,1.299,0.733,5-8th
gla1ve,Astralis,3.4,5,1,0,0.105,0.8,1.5,0.43,de_inferno,22-02-2019,BO1,IEM Katowice 2019,8.4,1.105,2.73,1.088,1st
Liazz,Renegades,0.4,0,0.25,0,0.105,1.8,0.916,0.2,de_inferno,22-02-2019,BO1,IEM Katowice 2019,0.4,0.355,2.916,0.565,5-8th
dupreeh,Astralis,3.667,4,1,0,0,4.4,0.295,0.3,de_inferno,22-02-2019,BO1,IEM Katowice 2019,7.667,1,4.995,1.136,1st
Magisk,Astralis,4.5,3,2,0,0.221,1.2,0.935,0.31,de_inferno,22-02-2019,BO1,IEM Katowice 2019,7.5,2.221,2.445,1.085,1st
device,Astralis,3.429,7,2,0,0.105,0.2,1.61,0.31,de_inferno,22-02-2019,BO1,IEM Katowice 2019,10.429,2.105,2.12,1.166,1st
jks,Renegades,0.5,0,0,0,0,2.2,1.443,0.27,de_inferno,22-02-2019,BO1,IEM Katowice 2019,0.5,0,3.913,0.645,5-8th
Xyp9x,Astralis,1.875,2,0.5,0,0,0.6,1.69,0.32,de_inferno,22-02-2019,BO1,IEM Katowice 2019,3.875,0.5,2.61,0.844,1st
Xyp9x,Astralis,0.958,2,1,0,0.221,3.4,2.777,0.65,de_cache,21-07-2017,BO1,PGL Major Krakow 2017,2.958,1.221,6.827,1.042,3-4th
gla1ve,Astralis,1.062,4,0.75,1,0.822,3.8,4.199,0.59,de_cache,21-07-2017,BO1,PGL Major Krakow 2017,5.062,2.572,8.589,1.21,3-4th
Kjaerbye,Astralis,1.222,5,0.833,0,0.221,1.2,2.067,0.54,de_cache,21-07-2017,BO1,PGL Major Krakow 2017,6.222,1.054,3.807,1.045,3-4th
felps,SK,1.053,5,0.333,1,0.35,2.2,2.49,0.55,de_cache,21-07-2017,BO1,PGL Major Krakow 2017,6.053,1.683,5.24,1.113,5-8th
dupreeh,Astralis,1.105,3,1.25,1,0.105,2.2,1.936,0.52,de_cache,21-07-2017,BO1,PGL Major Krakow 2017,4.105,2.355,4.656,1.046,3-4th
fer,SK,1.632,7,0.25,0,0,3.4,1.138,0.49,de_cache,21-07-2017,BO1,PGL Major Krakow 2017,8.632,0.25,5.028,1.143,5-8th
TACO,SK,0.95,3,0.75,0,0.105,3.8,0.942,0.51,de_cache,21-07-2017,BO1,PGL Major Krakow 2017,3.95,0.855,5.252,1.002,5-8th
device,Astralis,1.421,7,1.667,0,0.105,2.8,1.674,0.46,de_cache,21-07-2017,BO1,PGL Major Krakow 2017,8.421,1.772,4.934,1.18,3-4th
coldzera,SK,1.5,5,0.5,0,0.105,2.2,1.198,0.51,de_cache,21-07-2017,BO1,PGL Major Krakow 2017,6.5,0.605,3.908,1.042,5-8th
FalleN,SK,0.947,3,0.733,0,0.35,3,2.872,0.5,de_cache,21-07-2017,BO1,PGL Major Krakow 2017,3.947,1.083,6.372,1.057,5-8th
TACO,SK,0.65,1,0,0,0,1.4,0.655,0.32,de_overpass,21-07-2017,BO1,PGL Major Krakow 2017,1.65,0,2.375,0.605,5-8th
dupreeh,Astralis,1.2,3,1.333,0,0.105,1.6,0.827,0.27,de_overpass,21-07-2017,BO1,PGL Major Krakow 2017,4.2,1.438,2.697,0.921,3-4th
device,Astralis,2.818,9,1.75,0,0.105,2.6,2.02,0.64,de_overpass,21-07-2017,BO1,PGL Major Krakow 2017,11.818,1.855,5.26,1.277,3-4th
gla1ve,Astralis,1.75,3,0,1,0.221,0.2,2.332,0.66,de_overpass,21-07-2017,BO1,PGL Major Krakow 2017,4.75,1.221,3.192,0.962,3-4th
coldzera,SK,1.118,5,0,1,0.221,4,1.902,0.33,de_overpass,21-07-2017,BO1,PGL Major Krakow 2017,6.118,1.221,6.232,1.133,5-8th
Xyp9x,Astralis,2,4,0,0,0.35,3.6,3.365,0.59,de_overpass,21-07-2017,BO1,PGL Major Krakow 2017,6,0.35,7.555,1.143,3-4th
Kjaerbye,Astralis,1.067,3,1.5,0,0.492,4.6,1.338,0.42,de_overpass,21-07-2017,BO1,PGL Major Krakow 2017,4.067,1.992,6.358,1.094,3-4th
FalleN,SK,0.895,3,0.917,0,0.221,0.4,2.156,0.34,de_overpass,21-07-2017,BO1,PGL Major Krakow 2017,3.895,1.138,2.896,0.899,5-8th
fer,SK,0.889,3,0.5,0,0.105,3.6,1.092,0.23,de_overpass,21-07-2017,BO1,PGL Major Krakow 2017,3.889,0.605,4.922,0.974,5-8th
felps,SK,0.833,4,0,0,0,2,1.55,0.25,de_overpass,21-07-2017,BO1,PGL Major Krakow 2017,4.833,0,3.8,0.936,5-8th
NEO,Virtus.pro,1.389,4,1.417,1,0.822,3.8,2.281,0.7,de_nuke,31-01-2017,BO1,ELEAGUE Major 2017,5.389,3.239,6.781,1.188,2nd
Kjaerbye,Astralis,1.526,5,1.417,1,0.105,5,1.302,0.4,de_nuke,31-01-2017,BO1,ELEAGUE Major 2017,6.526,2.522,6.702,1.197,1st
gla1ve,Astralis,1.25,6,0.75,0,0,3.2,2.534,0.6,de_nuke,31-01-2017,BO1,ELEAGUE Major 2017,7.25,0.75,6.334,1.156,1st
device,Astralis,1.353,5,0.6,0,0.221,1.8,1.128,0.46,de_nuke,31-01-2017,BO1,ELEAGUE Major 2017,6.353,0.821,3.388,1.024,1st
Snax,Virtus.pro,1.471,5,1.167,1,0,2.8,1.428,0.55,de_nuke,31-01-2017,BO1,ELEAGUE Major 2017,6.471,2.167,4.778,1.128,2nd
TaZ,Virtus.pro,0.947,2,1.333,0,0.221,4.8,1.676,0.43,de_nuke,31-01-2017,BO1,ELEAGUE Major 2017,2.947,1.554,6.906,1.057,2nd
dupreeh,Astralis,0.952,4,0.5,0,0.105,2.8,0.909,0.26,de_nuke,31-01-2017,BO1,ELEAGUE Major 2017,4.952,0.605,3.969,0.979,1st
pashaBiceps,Virtus.pro,1.053,4,1.333,0,0.105,2,0.538,0.48,de_nuke,31-01-2017,BO1,ELEAGUE Major 2017,5.053,1.438,3.018,0.978,2nd
byali,Virtus.pro,1.647,7,0,0,0.35,4.4,0.596,0.34,de_nuke,31-01-2017,BO1,ELEAGUE Major 2017,8.647,0.35,5.336,1.156,2nd
Xyp9x,Astralis,0.773,3,0.5,0,0.649,1.4,2.274,0.46,de_nuke,31-01-2017,BO1,ELEAGUE Major 2017,3.773,1.149,4.134,0.957,1st
device,Astralis,0.667,3,0.667,0,0.492,1.4,3.637,0.67,de_overpass,31-01-2017,BO1,ELEAGUE Major 2017,3.667,1.159,5.707,1.023,1st
gla1ve,Astralis,1.211,5,0.5,0,0.492,5.6,4.033,0.82,de_overpass,31-01-2017,BO1,ELEAGUE Major 2017,6.211,0.992,10.453,1.247,1st
Snax,Virtus.pro,1.5,9,1.5,1,0.221,5.2,2.469,0.51,de_overpass,31-01-2017,BO1,ELEAGUE Major 2017,10.5,2.721,8.179,1.33,2nd
NEO,Virtus.pro,1.143,3,0.5,0,0.822,3,4.669,0.72,de_overpass,31-01-2017,BO1,ELEAGUE Major 2017,4.143,1.322,8.389,1.142,2nd
byali,Virtus.pro,1.3,5,1.417,0,0.35,3.4,3.163,0.48,de_overpass,31-01-2017,BO1,ELEAGUE Major 2017,6.3,1.767,7.043,1.179,2nd
Kjaerbye,Astralis,1.5,4,0.583,0,0.649,1.8,2.351,0.53,de_overpass,31-01-2017,BO1,ELEAGUE Major 2017,5.5,1.232,4.681,1.057,1st
dupreeh,Astralis,1.381,5,1,1,0.221,4.8,2.823,0.48,de_overpass,31-01-2017,BO1,ELEAGUE Major 2017,6.381,2.221,8.103,1.223,1st
Xyp9x,Astralis,1.7,6,1.75,2,0.221,4,5.016,0.7,de_overpass,31-01-2017,BO1,ELEAGUE Major 2017,7.7,3.971,9.716,1.33,1st
pashaBiceps,Virtus.pro,0.917,4,0.5,0,0.105,1.8,1.849,0.48,de_overpass,31-01-2017,BO1,ELEAGUE Major 2017,4.917,0.605,4.129,0.985,2nd
TaZ,Virtus.pro,0.909,3,0.667,0,0.105,3,3.153,0.43,de_overpass,31-01-2017,BO1,ELEAGUE Major 2017,3.909,0.772,6.583,1.052,2nd
Xyp9x,Astralis,1.091,6,0.533,1,0.105,2.6,1.304,0.68,de_train,31-01-2017,BO1,ELEAGUE Major 2017,7.091,1.638,4.584,1.124,1st
TaZ,Virtus.pro,1.75,8,1.55,0,0.105,1.2,2.662,0.62,de_train,31-01-2017,BO1,ELEAGUE Major 2017,9.75,1.655,4.482,1.201,2nd
device,Astralis,1.188,4,0.5,0,0.221,1,3.357,0.43,de_train,31-01-2017,BO1,ELEAGUE Major 2017,5.188,0.721,4.787,1.029,1st
NEO,Virtus.pro,0.65,3,1,0,0.492,0.8,3.641,0.83,de_train,31-01-2017,BO1,ELEAGUE Major 2017,3.65,1.492,5.271,1.018,2nd
pashaBiceps,Virtus.pro,1.045,4,0.75,0,0.105,1.2,1.766,0.54,de_train,31-01-2017,BO1,ELEAGUE Major 2017,5.045,0.855,3.506,0.973,2nd
gla1ve,Astralis,0.909,4,1,0,0.492,3,5.616,0.77,de_train,31-01-2017,BO1,ELEAGUE Major 2017,4.909,1.492,9.386,1.198,1st
Kjaerbye,Astralis,2.467,10,1.167,0,0.649,3.2,1.076,0.38,de_train,31-01-2017,BO1,ELEAGUE Major 2017,12.467,1.816,4.656,1.277,1st
dupreeh,Astralis,1.261,4,0.7,0,0,4,1.446,0.38,de_train,31-01-2017,BO1,ELEAGUE Major 2017,5.261,0.7,5.826,1.071,1st
Snax,Virtus.pro,1.35,7,0.833,0,0.649,5.2,2.34,0.64,de_train,31-01-2017,BO1,ELEAGUE Major 2017,8.35,1.482,8.18,1.256,2nd
byali,Virtus.pro,1.136,4,1.571,0,0.105,1.8,0.529,0.46,de_train,31-01-2017,BO1,ELEAGUE Major 2017,5.136,1.676,2.789,0.982,2nd
misutaaa,Vitality,1.471,5,2,0,0.35,5.2,0.158,0.29,de_nuke,02-11-2021,BO1,PGL Major Stockholm 2021,6.471,2.35,5.648,1.16,5-8th
Kyojin,Vitality,1.714,6,0,0,0.105,2.4,0.241,0.54,de_nuke,02-11-2021,BO1,PGL Major Stockholm 2021,7.714,0.105,3.181,1.041,5-8th
shox,Vitality,0.941,1,1.071,0,0,1.8,1.102,0.4,de_nuke,02-11-2021,BO1,PGL Major Stockholm 2021,1.941,1.071,3.302,0.8,5-8th
ZywOo,Vitality,2.667,9,1.667,0,0.221,2.8,1.612,0.32,de_nuke,02-11-2021,BO1,PGL Major Stockholm 2021,11.667,1.888,4.732,1.262,5-8th
apEX,Vitality,1.368,6,0.5,0,0,4.8,0.838,0.34,de_nuke,02-11-2021,BO1,PGL Major Stockholm 2021,7.368,0.5,5.978,1.141,5-8th
Magisk,Astralis,0.636,2,0.917,0,0,3.6,0.958,0.42,de_nuke,02-11-2021,BO1,PGL Major Stockholm 2021,2.636,0.917,4.978,0.931,13-16th
Lucky,Astralis,1.389,7,1,1,0.35,4.6,1.993,0.38,de_nuke,02-11-2021,BO1,PGL Major Stockholm 2021,8.389,2.35,6.973,1.248,13-16th
Xyp9x,Astralis,0.391,1,0.5,0,0.105,2.2,0.671,0.54,de_nuke,02-11-2021,BO1,PGL Major Stockholm 2021,1.391,0.605,3.411,0.733,13-16th
gla1ve,Astralis,1.611,6,0.333,0,0.105,6.6,2.413,0.48,de_nuke,02-11-2021,BO1,PGL Major Stockholm 2021,7.611,0.438,9.493,1.244,13-16th
dupreeh,Astralis,0.952,3,1,0,0,3,0,0.23,de_nuke,02-11-2021,BO1,PGL Major Stockholm 2021,3.952,1,3.23,0.913,13-16th
apEX,Vitality,1.182,2,1,0,0,5,1.833,0.39,de_vertigo,02-11-2021,BO1,PGL Major Stockholm 2021,3.182,1,7.223,1.057,5-8th
dupreeh,Astralis,1.333,3,0.5,1,0.35,3.2,1.141,0.39,de_vertigo,02-11-2021,BO1,PGL Major Stockholm 2021,4.333,1.85,4.731,1.038,13-16th
Kyojin,Vitality,1.286,5,0,1,0.35,4,1.212,0.45,de_vertigo,02-11-2021,BO1,PGL Major Stockholm 2021,6.286,1.35,5.662,1.124,5-8th
shox,Vitality,0.636,3,1.667,0,0.105,1.4,1.735,0.42,de_vertigo,02-11-2021,BO1,PGL Major Stockholm 2021,3.636,1.772,3.555,0.952,5-8th
Magisk,Astralis,1.588,6,0.917,0,0.221,2.2,1.525,0.49,de_vertigo,02-11-2021,BO1,PGL Major Stockholm 2021,7.588,1.138,4.215,1.112,13-16th
gla1ve,Astralis,1.619,7,1.071,0,0.105,4.8,2.688,0.54,de_vertigo,02-11-2021,BO1,PGL Major Stockholm 2021,8.619,1.176,8.028,1.251,13-16th
Lucky,Astralis,1.409,4,0.833,0,0.492,5.2,4.359,0.59,de_vertigo,02-11-2021,BO1,PGL Major Stockholm 2021,5.409,1.325,10.149,1.227,13-16th
